source_id,name_en,name_ms,name_default,feature_type,accessibility_type,wheelchair,tactile_paving,shelter,covered,bench,kerb,stroller,geom_type,geom_wkt,raw_properties
node/8111258613,,Kg Bt 16 Rawang (Timur),Kg Bt 16 Rawang (Timur),bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.5952403 3.3041684),"{""@id"":""node/8111258613"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Kg Bt 16 Rawang (Timur)"",""name:ms"":""Kg Bt 16 Rawang (Timur)"",""network"":""Smart Selangor Bus"",""operator"":""Rapid Bus;MARA Liner"",""public_transport"":""platform"",""ref"":""SL351"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/8111258614,,Kg Bt 16 Rawang,Kg Bt 16 Rawang,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.595317 3.304371),"{""@id"":""node/8111258614"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Kg Bt 16 Rawang"",""name:ms"":""Kg Bt 16 Rawang"",""network"":""Smart Selangor Bus"",""operator"":""Rapid Bus;MARA Liner"",""public_transport"":""platform"",""ref"":""SL372"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/8111914432,,Pangsapuri Taman Tun Teja,Pangsapuri Taman Tun Teja,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.592588 3.297165),"{""@id"":""node/8111914432"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Pangsapuri Taman Tun Teja"",""name:ms"":""Pangsapuri Taman Tun Teja"",""network"":""Smart Selangor Bus"",""operator"":""Rapid Bus"",""public_transport"":""platform"",""ref"":""SL439"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/8111978729,Taman Tun Teja Mosque,Masjid Taman Tun Teja,Masjid Taman Tun Teja,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.5917563 3.2950328),"{""@id"":""node/8111978729"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Masjid Taman Tun Teja"",""name:en"":""Taman Tun Teja Mosque"",""name:ms"":""Masjid Taman Tun Teja"",""network"":""Smart Selangor Bus"",""operator"":""Rapid Bus"",""public_transport"":""platform"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/8117040445,,,Duta Palms Resort,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.530895 3.3275644),"{""@id"":""node/8117040445"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Duta Palms Resort"",""public_transport"":""platform"",""ref"":""SL419"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/8118760694,,Dataran Sunway Barat,Dataran Sunway Barat,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.5908969 3.1523446),"{""@id"":""node/8118760694"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Dataran Sunway Barat"",""name:ms"":""Dataran Sunway Barat"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""PJ663"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes"",""wikimedia_commons"":""File:Dataran Sunway Barat Bus Stop (PJ663) View (220814).jpg""}"
node/8120639497,,"Taman Ehsan (Timur), Jalan Ehsan Utama","Taman Ehsan (Timur), Jalan Ehsan Utama",bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6239965 3.2201809),"{""@id"":""node/8120639497"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Taman Ehsan (Timur), Jalan Ehsan Utama"",""name:ms"":""Taman Ehsan (Timur), Jalan Ehsan Utama"",""operator"":""Selangor Bus, Smart Selangor"",""passenger_information_display"":""yes"",""public_transport"":""platform"",""ref"":""SL6"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/8120644109,Ehsan Garden (South),Taman Ehsan (Selatan),Taman Ehsan (Selatan),bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6215838 3.2184322),"{""@id"":""node/8120644109"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Taman Ehsan (Selatan)"",""name:en"":""Ehsan Garden (South)"",""name:ms"":""Taman Ehsan (Selatan)"",""operator"":""Selangor Bus, Smart Selangor"",""public_transport"":""platform"",""ref"":""SL7"",""route_ref"":""T111"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/8121283576,Rakan Garden (North),Taman Rakan (Timur),Taman Rakan (Timur),bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.7825478 3.0354595),"{""@id"":""node/8121283576"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Taman Rakan (Timur)"",""name:en"":""Rakan Garden (North)"",""name:ms"":""Taman Rakan (Timur)"",""operator"":""RapidKL"",""passenger_information_display"":""yes"",""public_transport"":""platform"",""ref"":""KJ299"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/8121334298,Rakan Garden (West),Taman Rakan (Barat),Taman Rakan (Barat),bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.7806544 3.0346762),"{""@id"":""node/8121334298"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Taman Rakan (Barat)"",""name:en"":""Rakan Garden (West)"",""name:ms"":""Taman Rakan (Barat)"",""operator"":""RapidKL"",""passenger_information_display"":""yes"",""public_transport"":""platform"",""ref"":""KJ300"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/8122012718,,,Taman Sri Muda Seksyen 25 (Utara),bus_stop,wheelchair_stop,yes,,yes,,yes,,,Point,POINT(101.5343683 3.0363254),"{""@id"":""node/8122012718"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""highway"":""bus_stop"",""lit"":""yes"",""name"":""Taman Sri Muda Seksyen 25 (Utara)"",""network"":""Rapid KL Bus;Smart Selangor Bus"",""operator"":""Rapid Bus"",""passenger_information_display"":""yes"",""public_transport"":""platform"",""ref"":""SA389"",""route_ref"":""751;T756;SA06"",""shelter"":""yes"",""wheelchair"":""yes""}"
node/8142499625,,Pangsapuri Cempaka 6,Pangsapuri Cempaka Sek 6,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.574317 3.1566916),"{""@id"":""node/8142499625"",""alt_name"":""Pangsapuri Cempaka 6"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Pangsapuri Cempaka Sek 6"",""name:ms"":""Pangsapuri Cempaka 6"",""operator"":""Rapid KL"",""passenger_information_display"":""yes"",""public_transport"":""platform"",""ref"":""PJ104"",""route_ref"":""780;T801"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/8320773802,,Kompleks Sri Siantan (Opp),Kompleks Sri Siantan (Opp),bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6743157 3.2463754),"{""@id"":""node/8320773802"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Kompleks Sri Siantan (Opp)"",""name:ms"":""Kompleks Sri Siantan (Opp)"",""network"":""Rapid KL"",""network:wikidata"":""Q3271384"",""operator"":""Prasarana Malaysia"",""operator:wikidata"":""Q4209298"",""public_transport"":""platform"",""ref"":""SL83"",""route_ref"":""T204;173"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/8383109802,,,,elevator,lift,,,,,,,,Point,POINT(101.6626449 3.143774),"{""@id"":""node/8383109802"",""highway"":""elevator""}"
node/8383109803,,,,elevator,lift,,,,,,,,Point,POINT(101.6625984 3.1437547),"{""@id"":""node/8383109803"",""highway"":""elevator""}"
node/8540693524,,,,elevator,lift,yes,,,,,,,Point,POINT(101.708546 3.1420382),"{""@id"":""node/8540693524"",""access"":""yes"",""highway"":""elevator"",""wheelchair"":""yes""}"
node/8742727304,,,,elevator,lift,yes,,,,,,,Point,POINT(101.6079985 3.1985516),"{""@id"":""node/8742727304"",""access"":""yes"",""bin"":""yes"",""highway"":""elevator"",""level"":""0"",""operator"":""MRT Corp"",""wheelchair"":""yes""}"
node/8947779542,,SMK Convent Sentul,SMK Convent Sentul,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6915615 3.185974),"{""@id"":""node/8947779542"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""SMK Convent Sentul"",""name:ms"":""SMK Convent Sentul"",""name:zh"":""康文女校"",""name:zh-Hans"":""康文女校"",""name:zh-Hant"":""康文女校"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL615"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/8947779546,IPD Sentul,IPD Sentul,IPD Sentul,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6926969 3.1744424),"{""@id"":""node/8947779546"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""IPD Sentul"",""name:en"":""IPD Sentul"",""name:ms"":""IPD Sentul"",""name:zh"":""冼都县警局总部"",""name:zh-Hans"":""冼都县警局总部"",""name:zh-Hant"":""冼都縣警局總部"",""network"":""170;171;172;180;201"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL610"",""shelter"":""yes"",""source"":""https://www.mapillary.com/app/?pKey=106089171672789&focus=photo"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9040005525,,,,elevator,lift,,,,,,,,Point,POINT(101.6628208 3.1430651),"{""@id"":""node/9040005525"",""highway"":""elevator""}"
node/9197001766,,Institut Pengajian Siswazah,Institut Pengajian Siswazah,bus_stop,wheelchair_stop,yes,,no,,yes,,,Point,POINT(101.6599799 3.1246811),"{""@id"":""node/9197001766"",""bench"":""yes"",""bus"":""yes"",""departures_board"":""timetable"",""highway"":""bus_stop"",""name"":""Institut Pengajian Siswazah"",""name:ms"":""Institut Pengajian Siswazah"",""old_ref"":""PJ2342"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL2342"",""route_ref"":""T815"",""shelter"":""no"",""wheelchair"":""yes""}"
node/9221724474,Entrance A | Jalan Cempaka SD 12/5,,Pintu A | Jalan Cempaka SD 12/5,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.6083453 3.1978429),"{""@id"":""node/9221724474"",""level"":""0"",""name"":""Pintu A | Jalan Cempaka SD 12/5"",""name:en"":""Entrance A | Jalan Cempaka SD 12/5"",""railway"":""subway_entrance"",""ref"":""A"",""wheelchair"":""yes""}"
node/9221724475,Entrance B | Persiaran Industri,Pintu B | Persiaran Industri,Pintu B | Persiaran Industri,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.6080406 3.1985341),"{""@id"":""node/9221724475"",""level"":""0"",""name"":""Pintu B | Persiaran Industri"",""name:en"":""Entrance B | Persiaran Industri"",""name:ms"":""Pintu B | Persiaran Industri"",""railway"":""subway_entrance"",""ref"":""B"",""wheelchair"":""yes""}"
node/9221724478,MRT Phileo Damansara Entrance A,,MRT Phileo Damansara Pintu A,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.64278 3.1283687),"{""@id"":""node/9221724478"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""realtime"",""highway"":""bus_stop"",""lit"":""yes"",""name"":""MRT Phileo Damansara Pintu A"",""name:en"":""MRT Phileo Damansara Entrance A"",""network"":""LRT Feeder Bus;MRT Feeder Bus"",""network:wikidata"":""Q3271384"",""operator"":""Rapid Bus"",""operator:wikidata"":""Q4209298"",""public_transport"":""platform"",""ref"":""PJ823"",""route_ref"":""T786;T815;T816"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/9229552290,B,B,B,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.6208466 3.1986159),"{""@id"":""node/9229552290"",""name"":""B"",""name:en"":""B"",""name:ms"":""B"",""name:zh"":""B"",""railway"":""subway_entrance"",""wheelchair"":""yes""}"
node/9229552291,A,A,A,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.6208793 3.1983477),"{""@id"":""node/9229552291"",""name"":""A"",""name:en"":""A"",""name:ms"":""A"",""name:zh"":""A"",""railway"":""subway_entrance"",""wheelchair"":""yes""}"
node/9320023956,,,,elevator,lift,,,,,,,,Point,POINT(101.6697336 3.0517741),"{""@id"":""node/9320023956"",""highway"":""elevator""}"
node/9320023957,,,,elevator,lift,,,,,,,,Point,POINT(101.6700012 3.050941),"{""@id"":""node/9320023957"",""highway"":""elevator""}"
node/9320023958,,,,elevator,lift,,,,,,,,Point,POINT(101.6708687 3.0514331),"{""@id"":""node/9320023958"",""highway"":""elevator""}"
node/9320024015,,,,elevator,lift,,,,,,,,Point,POINT(101.6714866 3.0494866),"{""@id"":""node/9320024015"",""highway"":""elevator""}"
node/9320024016,,,,elevator,lift,,,,,,,,Point,POINT(101.6718553 3.0503226),"{""@id"":""node/9320024016"",""highway"":""elevator""}"
node/9320024017,,,,elevator,lift,,,,,,,,Point,POINT(101.6720069 3.0502391),"{""@id"":""node/9320024017"",""highway"":""elevator""}"
node/9320024020,,,,elevator,lift,,,,,,,,Point,POINT(101.6723351 3.0499432),"{""@id"":""node/9320024020"",""highway"":""elevator""}"
node/9320024022,,,,elevator,lift,,,,,,,,Point,POINT(101.671286 3.0501162),"{""@id"":""node/9320024022"",""highway"":""elevator""}"
node/9378300196,B,B,B,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.6792866 3.1939803),"{""@id"":""node/9378300196"",""level"":""0"",""name"":""B"",""name:en"":""B"",""name:ms"":""B"",""name:zh"":""B"",""railway"":""subway_entrance"",""ref"":""B"",""wheelchair"":""yes""}"
node/9378325928,A,A,A,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.6797648 3.1964629),"{""@id"":""node/9378325928"",""level"":""0"",""name"":""A"",""name:en"":""A"",""name:ms"":""A"",""name:zh"":""A"",""railway"":""subway_entrance"",""ref"":""A"",""wheelchair"":""yes""}"
node/9459569485,Batu Kompleks Business Centre,,Batu Kompleks Business Centre,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.6811098 3.1838514),"{""@id"":""node/9459569485"",""addr:street"":""Jalan Ipoh"",""bench"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Batu Kompleks Business Centre"",""name:en"":""Batu Kompleks Business Centre"",""network"":""Rapid KL Bus"",""operator"":""Rapid Bus;MARA Liner"",""public_transport"":""platform"",""ref"":""KL581"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/9459579547,MRT Kentonmen Gate A,MRT Kentonmen Pintu A,MRT Kentonmen Pintu A,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.6800176 3.1965665),"{""@id"":""node/9459579547"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""MRT Kentonmen Pintu A"",""name:en"":""MRT Kentonmen Gate A"",""name:ms"":""MRT Kentonmen Pintu A"",""public_transport"":""platform"",""ref"":""KL2495"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/9459646454,Riverwalk Village/Maybank,,Riverwalk Village/Maybank,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.683028 3.1800997),"{""@id"":""node/9459646454"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Riverwalk Village/Maybank"",""name:en"":""Riverwalk Village/Maybank"",""operator"":""Rapid KL;MARA Liner;Selangor Omnibus"",""public_transport"":""platform"",""ref"":""KL580"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9459799504,,,Komersial KIP (Opp),bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6719086 3.2241795),"{""@id"":""node/9459799504"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Komersial KIP (Opp)"",""old_name"":""Menara KIP, Jalan Kuching"",""operator"":""Rapid Bus"",""public_transport"":""platform"",""ref"":""KL1498"",""route_ref"":""151"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9459802662,Sri Utara (South),,Sri Utara (Selatan),bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6716418 3.2222912),"{""@id"":""node/9459802662"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""lit"":""yes"",""name"":""Sri Utara (Selatan)"",""name:en"":""Sri Utara (South)"",""network"":""Rapid KL Bus"",""network:wikidata"":""Q3271384"",""operator"":""Rapid Bus"",""operator:wikidata"":""Q4209298"",""public_transport"":""platform"",""ref"":""KL566"",""route_ref"":""151"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9459804532,,Taman Koperasi Polis,Taman Koperasi Polis,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6891886 3.2205741),"{""@id"":""node/9459804532"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Taman Koperasi Polis"",""name:ms"":""Taman Koperasi Polis"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL623"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9459809823,,,Komersial KIP,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.671586 3.2242811),"{""@id"":""node/9459809823"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Komersial KIP"",""old_name"":""Menara KIP, Jalan Kuching"",""operator"":""Rapid Bus"",""public_transport"":""platform"",""ref"":""KL2247"",""route_ref"":""151"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9460356203,TKSS Tower,Menara TKSS,Menara TKSS,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6767522 3.1824627),"{""@id"":""node/9460356203"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Menara TKSS"",""name:en"":""TKSS Tower"",""name:ms"":""Menara TKSS"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL536"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9460374503,TKSS Tower,Menara TKSS,Menara TKSS,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6763368 3.1832686),"{""@id"":""node/9460374503"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Menara TKSS"",""name:en"":""TKSS Tower"",""name:ms"":""Menara TKSS"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL535"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9460419563,,SMK Segambut,SMK Segambut,bus_stop,wheelchair_stop,yes,yes,no,,no,,,Point,POINT(101.6670877 3.1871161),"{""@id"":""node/9460419563"",""bench"":""no"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""SMK Segambut"",""name:ms"":""SMK Segambut"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL524"",""shelter"":""no"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/9460419624,,SJKC Khai Chee (Opp),SJKC Khai Chee (Opp),bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6697953 3.1850838),"{""@id"":""node/9460419624"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""SJKC Khai Chee (Opp)"",""name:ms"":""SJKC Khai Chee (Opp)"",""name:zh"":""启智华小（对面）"",""name:zh-Hans"":""启智华小（对面）"",""name:zh-Hant"":""啟智華小（對面）"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL540"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9460424830,,SMK Segambut (Opp),SMK Segambut (Opp),bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.6669515 3.1869321),"{""@id"":""node/9460424830"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""SMK Segambut (Opp)"",""name:ms"":""SMK Segambut (Opp)"",""operator"":""Rapid Bus"",""public_transport"":""platform"",""ref"":""KL541"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
