source_id,name_en,name_ms,name_default,feature_type,accessibility_type,wheelchair,tactile_paving,shelter,covered,bench,kerb,stroller,geom_type,geom_wkt,raw_properties
node/7319238123,,Taman Greenwood Indah,Taman Greenwood Indah,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.7005434 3.2244901),"{""@id"":""node/7319238123"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Taman Greenwood Indah"",""name:ms"":""Taman Greenwood Indah"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""SL223"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/7319259054,Sri Utama Schools,,Sri Utama Schools,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.7250688 3.1990556),"{""@id"":""node/7319259054"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Sri Utama Schools"",""name:en"":""Sri Utama Schools"",""public_transport"":""platform"",""ref"":""KL728"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7319259055,,,TAR Villa,bus_stop,wheelchair_stop,yes,no,yes,,no,,,Point,POINT(101.7295288 3.2074456),"{""@id"":""node/7319259055"",""bench"":""no"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""TAR Villa"",""network"":""Rapid KL Bus"",""operator"":""Rapid Bus"",""public_transport"":""platform"",""ref"":""KL169"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7319287101,,ITBM Wangsa Maju (Timur),ITBM Wangsa Maju (Timur),bus_stop,wheelchair_stop,yes,yes,no,,no,,,Point,POINT(101.7361346 3.1897655),"{""@id"":""node/7319287101"",""bench"":""no"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""ITBM Wangsa Maju (Timur)"",""name:ms"":""ITBM Wangsa Maju (Timur)"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL2088"",""shelter"":""no"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/7319287105,,PPR Desa Rejang,PPR Desa Rejang,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.729722 3.1913901),"{""@id"":""node/7319287105"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""lit"":""yes"",""name"":""PPR Desa Rejang"",""name:ms"":""PPR Desa Rejang"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL716"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/7319287114,Setapak Industrial Area,,Setapak Industrial Area,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.7225491 3.1979269),"{""@id"":""node/7319287114"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Setapak Industrial Area"",""name:en"":""Setapak Industrial Area"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL730"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7319287115,Setapak Industrial Area,,Setapak Industrial Area,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.722456 3.1979764),"{""@id"":""node/7319287115"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Setapak Industrial Area"",""name:en"":""Setapak Industrial Area"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL735"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7319287123,Sri Pelangi Condominium,,Sri Pelangi Condominium,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.7140353 3.1972643),"{""@id"":""node/7319287123"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Sri Pelangi Condominium"",""name:en"":""Sri Pelangi Condominium"",""network"":""Rapid KL Bus"",""operator"":""Rapid Bus"",""public_transport"":""platform"",""ref"":""KL678"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/7319287124,,,,bus_stop,wheelchair_stop,yes,yes,no,,no,,,Point,POINT(101.7137877 3.1966459),"{""@id"":""node/7319287124"",""bench"":""no"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""operator"":""Rapid KL"",""public_transport"":""platform"",""shelter"":""no"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/7319287125,BSN Genting Klang,BSN Genting Klang,BSN Genting Klang,bus_stop,wheelchair_stop,yes,yes,no,,no,,,Point,POINT(101.7123798 3.195182),"{""@id"":""node/7319287125"",""bench"":""no"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""BSN Genting Klang"",""name:en"":""BSN Genting Klang"",""name:ms"":""BSN Genting Klang"",""network"":""Rapid KL"",""network:wikidata"":""Q3271384"",""operator"":""Prasarana Malaysia"",""operator:wikidata"":""Q4209298"",""public_transport"":""platform"",""ref"":""KL2250"",""shelter"":""no"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/7319287126,Courts Megastore Setapak (Opp),,Courts Megastore Setapak (Opp),bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.7079259 3.191172),"{""@id"":""node/7319287126"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Courts Megastore Setapak (Opp)"",""name:en"":""Courts Megastore Setapak (Opp)"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL690"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/7319287130,,Pasar,Pasar,bus_stop,wheelchair_stop,yes,no,no,,no,,,Point,POINT(101.7181834 3.1887723),"{""@id"":""node/7319287130"",""bench"":""no"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Pasar"",""name:ms"":""Pasar"",""operator"":""Rapid KL"",""public_transport"":""platform"",""shelter"":""no"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7319287134,,Surau Aljamiyyiah (Opp),Surau Aljamiyyiah (Opp),bus_stop,wheelchair_stop,yes,no,no,,no,,,Point,POINT(101.7139394 3.1899482),"{""@id"":""node/7319287134"",""bench"":""no"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Surau Aljamiyyiah (Opp)"",""name:ms"":""Surau Aljamiyyiah (Opp)"",""operator"":""Rapid KL"",""public_transport"":""platform"",""shelter"":""no"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7340042737,Wahyu Garden (West),Taman Wahyu (Barat),Taman Wahyu (Barat),bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6717398 3.214752),"{""@id"":""node/7340042737"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Taman Wahyu (Barat)"",""name:en"":""Wahyu Garden (West)"",""name:ms"":""Taman Wahyu (Barat)"",""operator"":""Rapid KL;MARA Liner"",""public_transport"":""platform"",""ref"":""KL565"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7340042742,Wahyu Garden (West),Taman Wahyu (Barat),Taman Wahyu (Barat),bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6720684 3.2148006),"{""@id"":""node/7340042742"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Taman Wahyu (Barat)"",""name:en"":""Wahyu Garden (West)"",""name:ms"":""Taman Wahyu (Barat)"",""operator"":""Rapid KL;MARA Liner"",""public_transport"":""platform"",""ref"":""KL1505"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7340042746,KTM Commuter Wahyu Garden,KTM Komuter Taman Wahyu,KTM Komuter Taman Wahyu,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.6725284 3.2140095),"{""@id"":""node/7340042746"",""bench"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""KTM Komuter Taman Wahyu"",""name:en"":""KTM Commuter Wahyu Garden"",""name:ms"":""KTM Komuter Taman Wahyu"",""name:zh"":""华友花园KTM火车站"",""name:zh-Hans"":""华友花园KTM火车站"",""name:zh-Hant"":""華友花園KTM火車站"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL1511"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/7398288752,,Kg Sri Delima,Kg Sri Delima,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.6664734 3.1990766),"{""@id"":""node/7398288752"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Kg Sri Delima"",""name:ms"":""Kg Sri Delima"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL199"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/7404150883,,,Medan Selera Taman Seroja,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.7290089 2.8275071),"{""@id"":""node/7404150883"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Medan Selera Taman Seroja"",""network"":""Smart Selangor Bus"",""public_transport"":""platform"",""ref"":""SP385"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7404150884,,"SK Taman Seroja, Jalan Seroja Indah","SK Taman Seroja, Jalan Seroja Indah",bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.7287934 2.8285385),"{""@id"":""node/7404150884"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""SK Taman Seroja, Jalan Seroja Indah"",""name:ms"":""SK Taman Seroja, Jalan Seroja Indah"",""operator"":""Smart Selangor"",""public_transport"":""platform"",""ref"":""SP387"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7404171705,,"Taman Seroja, Bandar Baru Sepang","Taman Seroja, Bandar Baru Sepang",bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.730804 2.8267969),"{""@id"":""node/7404171705"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Taman Seroja, Bandar Baru Sepang"",""name:ms"":""Taman Seroja, Bandar Baru Sepang"",""operator"":""Smart Selangor"",""public_transport"":""platform"",""ref"":""SP164"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/7411186704,Rakan Garden (North),Taman Rakan (Timur),Taman Rakan (Timur),bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.7820861 3.0355232),"{""@id"":""node/7411186704"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Taman Rakan (Timur)"",""name:en"":""Rakan Garden (North)"",""name:ms"":""Taman Rakan (Timur)"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""KJ331"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7418975493,,"Kolej Teknologi Timur, Dengkil","Kolej Teknologi Timur, Dengkil",bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.7384009 2.8528617),"{""@id"":""node/7418975493"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Kolej Teknologi Timur, Dengkil"",""name:ms"":""Kolej Teknologi Timur, Dengkil"",""operator"":""Smart Selangor"",""public_transport"":""platform"",""ref"":""SP167"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7479575305,,SRA Rakyat Darul Mujahidin,SRA Rakyat Darul Mujahidin,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.697916 3.2273436),"{""@id"":""node/7479575305"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""SRA Rakyat Darul Mujahidin"",""name:ms"":""SRA Rakyat Darul Mujahidin"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""SL471"",""route_ref:rapidkl"":""U1720;170"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7528483990,Columbia Hospital,,Columbia Hospital,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.7185237 3.2009918),"{""@id"":""node/7528483990"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Columbia Hospital"",""name:en"":""Columbia Hospital"",""network"":""Rapid KL Bus;LRT Feeder Bus"",""public_transport"":""platform"",""ref"":""KL1598"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7680201785,Perumahan 1D/1,,Perumahan 1D/1,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.5668281 3.2155852),"{""@id"":""node/7680201785"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Perumahan 1D/1"",""name:en"":""Perumahan 1D/1"",""operator"":""RapidKL"",""passenger_information_display"":""yes"",""public_transport"":""platform"",""ref"":""SA1003"",""route_ref"":""T101"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7680201861,,Perumahan BRP 7,Perumahan BRP 7,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.5586156 3.2292167),"{""@id"":""node/7680201861"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Perumahan BRP 7"",""name:ms"":""Perumahan BRP 7"",""operator"":""RapidKL"",""passenger_information_display"":""yes"",""public_transport"":""platform"",""ref"":""SL572"",""route_ref"":""T101"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7680202053,,Pangsapuri Ixora,Pangsapuri Ixora,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.5755006 3.1738896),"{""@id"":""node/7680202053"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Pangsapuri Ixora"",""name:ms"":""Pangsapuri Ixora"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""PJ69"",""route_ref"":""T801"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7680653802,,,Bandar Country Homes (Selatan),bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.5264269 3.3255641),"{""@id"":""node/7680653802"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Bandar Country Homes (Selatan)"",""public_transport"":""platform"",""ref"":""SL409"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7714436645,Mahkota Residence,,Mahkota Residence,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.7820881 3.0513593),"{""@id"":""node/7714436645"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Mahkota Residence"",""name:en"":""Mahkota Residence"",""operator"":""RapidKL"",""public_transport"":""platform"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7714436658,,,,elevator,lift,,,,,,,,Point,POINT(101.7295166 3.1123408),"{""@id"":""node/7714436658"",""highway"":""elevator""}"
node/7741089340,,SPG Sg Long,SPG Sg Long,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.7717399 3.0377885),"{""@id"":""node/7741089340"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""SPG Sg Long"",""name:ms"":""SPG Sg Long"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""KJ732"",""route_ref"":""450"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7741089341,,,Simpang Pekan Batu 11,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.7745917 3.0441109),"{""@id"":""node/7741089341"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Simpang Pekan Batu 11"",""network"":""Rapid KL Bus"",""operator"":""Rapid Bus"",""public_transport"":""platform"",""ref"":""KJ745"",""route_ref"":""450"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7772356769,,,MACC (Opp),bus_stop,wheelchair_stop,yes,,yes,,yes,,,Point,POINT(101.6755924 2.9333319),"{""@id"":""node/7772356769"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""highway"":""bus_stop"",""name"":""MACC (Opp)"",""network"":""Rapid KL Bus;MRT Feeder Bus"",""operator"":""Rapid Bus"",""public_transport"":""platform"",""ref"":""PPJ169"",""route_ref"":""T511;P107"",""shelter"":""yes"",""wheelchair"":""yes""}"
node/7780782430,,,Empire City,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6151677 3.1656203),"{""@id"":""node/7780782430"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Empire City"",""old_name"":""Sungai Pencala"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""PJ628"",""route_ref"":""780;802"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7903833044,,S.M.K Seksyen 10 Kota Damansara,S.M.K Seksyen 10 Kota Damansara,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.5784208 3.1699274),"{""@id"":""node/7903833044"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""S.M.K Seksyen 10 Kota Damansara"",""name:ms"":""S.M.K Seksyen 10 Kota Damansara"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""PJ80"",""route_ref"":""T801"",""shelter"":""yes"",""source"":""openstreetcam"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7968399665,,,Lotus Extra Puchong,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6165545 3.0350649),"{""@id"":""node/7968399665"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Lotus Extra Puchong"",""network"":""Rapid KL Bus;Smart Selangor Bus"",""old_name"":""Tesco Extra Puchong"",""operator"":""Rapid Bus;Causeway Link"",""passenger_information_display"":""no"",""public_transport"":""platform"",""ref"":""SJ516"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/7968399666,LRT Pusat Bandar Puchong,LRT Pusat Bandar Puchong,LRT Pusat Bandar Puchong,bus_stop,wheelchair_stop,yes,yes,yes,yes,yes,,,Point,POINT(101.6160542 3.03341),"{""@id"":""node/7968399666"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""covered"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""LRT Pusat Bandar Puchong"",""name:en"":""LRT Pusat Bandar Puchong"",""name:ms"":""LRT Pusat Bandar Puchong"",""public_transport"":""platform"",""ref"":""SJ735"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/7975702085,,,Perpustakaan UM,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6536231 3.1212158),"{""@id"":""node/7975702085"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""timetable"",""highway"":""bus_stop"",""level"":""0"",""lit"":""yes"",""name"":""Perpustakaan UM"",""network"":""LRT Feeder Bus;MRT Feeder Bus"",""operator"":""Rapid Bus"",""public_transport"":""platform"",""ref"":""KL1109"",""route_ref"":""T789;T815"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/8002991101,,Taman Desa Baru,Taman Desa Baru,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.7715688 3.028125),"{""@id"":""node/8002991101"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Taman Desa Baru"",""name:ms"":""Taman Desa Baru"",""operator"":""RapidKL"",""passenger_information_display"":""yes"",""public_transport"":""platform"",""ref"":""KJ184"",""route_ref"":""450"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/8002991102,,Perabot Al-Qamar,Perabot Al-Qamar,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.7699218 3.0305692),"{""@id"":""node/8002991102"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Perabot Al-Qamar"",""name:ms"":""Perabot Al-Qamar"",""operator"":""RapidKL"",""passenger_information_display"":""yes"",""public_transport"":""platform"",""ref"":""KJ723"",""route_ref"":""450"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/8002991107,,,Simpang Pekan Batu 11,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.7749064 3.0427919),"{""@id"":""node/8002991107"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""lit"":""yes"",""name"":""Simpang Pekan Batu 11"",""network"":""Rapid KL Bus"",""operator"":""Rapid Bus"",""passenger_information_display"":""no"",""public_transport"":""platform"",""ref"":""KJ720"",""route_ref"":""450"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/8004017465,"Hutan Lipur Kanching, Templer Park",,"Hutan Lipur Kanching, Templer Park",bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6168429 3.2978181),"{""@id"":""node/8004017465"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Hutan Lipur Kanching, Templer Park"",""name:en"":""Hutan Lipur Kanching, Templer Park"",""operator"":""Setara Jaya"",""public_transport"":""platform"",""ref"":""SL374"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/8004065831,Templer Saujana Garden,,Taman Templer Saujana,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.63939 3.2866058),"{""@id"":""node/8004065831"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Taman Templer Saujana"",""name:en"":""Templer Saujana Garden"",""operator"":""Setara Jaya"",""public_transport"":""platform"",""ref"":""SL376"",""shelter"":""yes"",""shelter_type"":""public_transport"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/8004154451,Templer Saujana Garden,,Taman Templer Saujana,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6408418 3.2862948),"{""@id"":""node/8004154451"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Taman Templer Saujana"",""name:en"":""Templer Saujana Garden"",""operator"":""Setara Jaya"",""public_transport"":""platform"",""ref"":""SL387"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/8004336036,,"SK Rawang, Jalan Batu Arang","SK Rawang, Jalan Batu Arang",bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.5700492 3.3160932),"{""@id"":""node/8004336036"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""SK Rawang, Jalan Batu Arang"",""name:ms"":""SK Rawang, Jalan Batu Arang"",""public_transport"":""platform"",""ref"":""SL285"",""shelter"":""yes"",""shelter_type"":""public_transport"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/8040148735,,,,elevator,lift,,,,,,,,Point,POINT(101.7917219 2.9620515),"{""@id"":""node/8040148735"",""highway"":""elevator""}"
node/8071984349,,,SRJKC San Yuk Rawang,bus_stop,wheelchair_stop,yes,no,yes,yes,yes,,,Point,POINT(101.5827974 3.3106563),"{""@id"":""node/8071984349"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""covered"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""SRJKC San Yuk Rawang"",""network"":""Smart Selangor Bus"",""operator"":""Rapid Bus;MARA Liner"",""public_transport"":""platform"",""ref"":""SL367"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/8071984909,Shell Rawang (Opp),Shell Rawang (Opp),Shell Rawang (Opp),bus_stop,wheelchair_stop,yes,yes,yes,yes,yes,,,Point,POINT(101.580328 3.313039),"{""@id"":""node/8071984909"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""covered"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Shell Rawang (Opp)"",""name:en"":""Shell Rawang (Opp)"",""name:ms"":""Shell Rawang (Opp)"",""operator"":""Smart Selangor;MARA Liner"",""public_transport"":""platform"",""ref"":""SL366"",""route_ref"":""S1290"",""shelter"":""yes"",""stop_id"":""1006992"",""stop_name"":""SL366 SHELL RAWANG (OPP)"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/8072036762,,,Kampung Sungai Choh (Selatan),bus_stop,wheelchair_stop,yes,no,yes,yes,yes,,,Point,POINT(101.5861685 3.3420519),"{""@id"":""node/8072036762"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""covered"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Kampung Sungai Choh (Selatan)"",""public_transport"":""platform"",""ref"":""SL284"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/8072036763,,,Kampung Sungai Choh (Selatan),bus_stop,wheelchair_stop,yes,no,yes,yes,yes,,,Point,POINT(101.5862922 3.3423533),"{""@id"":""node/8072036763"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""covered"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Kampung Sungai Choh (Selatan)"",""passenger_information_display"":""yes"",""public_transport"":""platform"",""ref"":""SL461"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/8110617650,,SK Rawang,SK Rawang,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.569116 3.316683),"{""@id"":""node/8110617650"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""SK Rawang"",""name:ms"":""SK Rawang"",""network"":""Rapid KL On-Demand"",""on_demand"":""yes"",""operator"":""Rapid Bus"",""public_transport"":""platform"",""ref"":""SL300"",""route_ref"":""T159B"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
